player_name,slug,player_status,career_g,career_pts,career_trb,career_ast,career_stl,career_blk,career_tov,career_mp,career_fg_pct,career_fg3_pct,career_ft_pct,career_per,career_ts_pct,career_efg_pct,career_ws,career_ws_per48,career_bpm,career_vorp,career_obpm,career_dbpm,career_ppg,career_rpg,career_apg,career_spg,career_bpg,career_topg,career_mpg,mvp,dpoy,finals_mvp,all_nba_1st,all_nba_2nd,all_nba_3rd,championships,allstar,honors_index,is_benchmark,career_bpm_imputed,career_vorp_imputed,adj_career_pts,adj_career_trb,adj_career_ast,adj_career_stl,adj_career_blk,adj_career_ppg,adj_career_rpg,adj_career_apg,adj_career_efg_pct,adj_career_ts_pct,adj_career_ws,avg_pace_factor,avg_ppg_factor,avg_efg_factor,min_season_year,max_season_year,n_seasons
Oscar Robertson,roberos01,historical,1040.0,26710.0,7804.0,9887.0,77.0,4.0,,43886.0,0.485,,0.838,23.2,0.564,,189.2,0.207,-0.1,1.2,0.2,-0.3,25.682692307692307,7.503846153846154,9.506730769230769,0.07403846153846154,0.0038461538461538464,,42.198076923076925,1.0,0.0,0.0,9.0,2.0,0.0,1.0,12.0,34.0,False,False,False,24014.03,6983.78,8913.3,73.91,3.84,23.64,6.65,8.53,,0.68,169.98,0.9068801056648835,0.9683807684091538,1.2748148733790585,1960.0,1973.0,14
Jerry West,westje01,historical,932.0,25192.0,5366.0,6238.0,81.0,23.0,,36571.0,0.474,,0.814,22.9,0.55,,162.6,0.213,4.7,1.6,3.3,1.4,27.030042918454935,5.757510729613734,6.6931330472103,0.08690987124463519,0.02467811158798283,,39.23927038626609,0.0,0.0,1.0,10.0,2.0,0.0,1.0,14.0,35.0,False,False,False,22777.15,4820.24,5686.6,77.75,22.08,24.88,5.09,6.11,,0.67,147.23,0.9068801056648835,0.9683807684091538,1.2748148733790585,1960.0,1973.0,14
Hakeem Olajuwon,olajuha01,historical,1238.0,26946.0,13748.0,3058.0,2162.0,3830.0,3667.0,44222.0,0.512,0.202,0.712,23.6,0.553,,162.8,0.177,4.6,74.2,2.2,2.5,21.765751211631663,11.105008077544426,2.470113085621971,1.7463651050080775,3.0936995153473346,2.9620355411954766,35.7205169628433,1.0,2.0,2.0,6.0,5.0,1.0,2.0,12.0,44.5,False,False,False,25862.48,13200.42,2944.87,2078.18,3664.73,20.99,10.46,2.33,0.55,0.59,155.76,0.977010723255607,1.060623792925666,1.080251737514889,1984.0,2001.0,18
Charles Barkley,barklch01,historical,1073.0,23757.0,12546.0,4215.0,1648.0,888.0,3376.0,39330.0,0.541,0.266,0.735,24.6,0.612,,177.2,0.216,6.1,80.5,5.4,0.8,22.140726933830383,11.692451071761417,3.928238583410997,1.5358807082945014,0.8275862068965517,3.146318732525629,36.654240447343895,1.0,0.0,0.0,5.0,5.0,1.0,0.0,11.0,26.0,False,False,False,22581.41,12005.73,4027.97,1568.43,843.87,21.42,11.29,3.8,0.59,0.64,168.51,0.9657322697971246,1.0516667812766671,1.079050036099853,1984.0,1999.0,16
Karl Malone,malonka01,historical,1476.0,36928.0,14968.0,5248.0,2085.0,1145.0,4524.0,54852.0,0.516,0.274,0.742,23.9,0.577,,234.6,0.205,5.1,99.0,4.2,0.9,25.018970189701896,10.140921409214092,3.5555555555555554,1.4126016260162602,0.7757452574525745,3.065040650406504,37.16260162601626,2.0,0.0,0.0,11.0,3.0,0.0,0.0,14.0,42.0,False,False,False,36193.65,14651.73,5219.31,2051.91,1120.17,25.11,9.91,3.57,0.55,0.61,230.9,0.9889192978298224,1.0721750622126927,1.0800856494989606,1985.0,2003.0,19
John Stockton,stockjo01,historical,1504.0,19711.0,4051.0,15806.0,3265.0,315.0,4244.0,47764.0,0.515,0.384,0.826,21.8,0.608,,207.7,0.209,6.8,106.5,4.9,1.9,13.105718085106384,2.6934840425531914,10.509308510638299,2.170877659574468,0.20944148936170212,2.8218085106382977,31.757978723404257,0.0,0.0,0.0,6.0,5.0,0.0,0.0,10.0,22.0,False,False,False,19233.78,3973.58,15342.8,3167.02,309.51,13.22,2.65,10.14,0.58,0.65,202.67,0.9826830539007162,1.06522584736248,1.0806977783598917,1984.0,2002.0,19
Dirk Nowitzki,nowitdi01,historical,1522.0,31560.0,11489.0,3651.0,1210.0,1281.0,2494.0,51368.0,0.471,0.38,0.879,22.4,0.577,,206.3,0.193,4.5,84.8,4.2,0.4,20.73587385019711,7.548620236530881,2.3988173455978976,0.7950065703022339,0.8416557161629435,1.6386333771353483,33.7503285151117,1.0,0.0,1.0,4.0,8.0,1.0,1.0,14.0,34.5,False,False,False,33659.08,12245.83,3896.78,1291.52,1366.86,21.79,7.83,2.48,0.54,0.6,220.76,1.0602465811847823,1.1044220859648588,1.0688046501037185,1998.0,2018.0,21
Kevin Durant,duranke01,active,1185.0,32174.0,8169.0,5185.0,1226.0,1330.0,3752.0,43495.0,0.503,0.391,0.882,24.6,0.621,,183.6,0.203,6.3,91.0,5.7,0.6,27.151054852320677,6.89367088607595,4.375527426160337,1.0345991561181436,1.1223628691983123,3.1662447257383968,36.70464135021097,1.0,0.0,2.0,6.0,5.0,2.0,2.0,14.0,42.0,False,False,False,34633.47,8764.4,5564.8,1309.79,1438.05,28.02,7.05,4.55,0.58,0.64,197.36,1.0269604375677042,1.0370333761134047,1.0222572153023062,2007.0,2025.0,20
Stephen Curry,curryst01,active,1065.0,26447.0,4957.0,6729.0,1597.0,281.0,3298.0,36197.0,0.471,0.422,0.912,23.4,0.626,,147.0,0.195,6.4,77.0,6.2,0.2,24.832863849765257,4.654460093896714,6.31830985915493,1.4995305164319248,0.26384976525821596,3.096713615023474,33.987793427230045,2.0,0.0,1.0,5.0,4.0,1.0,4.0,10.0,44.5,True,False,False,27035.98,5075.12,6923.83,1647.79,286.53,25.01,4.74,6.38,0.59,0.63,151.03,1.0225760010805165,1.03150942182407,1.020384847140177,2009.0,2025.0,17
Chris Paul,paulch01,historical,1370.0,23058.0,6006.0,12552.0,2728.0,222.0,3109.0,45836.0,0.469,0.37,0.87,23.5,0.58,,215.2,0.225,6.5,98.8,4.5,2.0,16.83065693430657,4.383941605839416,9.162043795620438,1.9912408759124087,0.16204379562043797,2.269343065693431,33.456934306569345,0.0,0.0,0.0,4.0,8.0,0.0,0.0,12.0,22.0,False,False,False,23958.34,6215.13,13023.05,2841.62,226.38,17.05,4.43,9.25,0.53,0.59,224.38,1.0320122655619468,1.0468010986588758,1.0316915296128717,2005.0,2025.0,21
Dwyane Wade,wadedw01,historical,1054.0,23165.0,4933.0,5701.0,1620.0,885.0,3326.0,35773.0,0.48,0.293,0.765,23.5,0.554,,120.7,0.162,5.0,62.8,4.2,0.8,21.97817836812144,4.680265654648957,5.4089184060721065,1.537001897533207,0.8396584440227703,3.155597722960152,33.94022770398482,0.0,0.0,1.0,2.0,5.0,1.0,3.0,13.0,28.0,False,False,False,25372.9,5486.35,6286.72,1784.09,987.89,22.2,4.78,5.46,0.52,0.57,130.06,1.0539164381646817,1.086365066132879,1.059245161105899,2003.0,2018.0,18
Carmelo Anthony,anthoca01,historical,1260.0,28289.0,7808.0,3422.0,1223.0,644.0,3052.0,43514.0,0.447,0.355,0.814,19.5,0.543,,108.5,0.12,1.3,36.7,2.5,-1.2,22.451587301587303,6.196825396825397,2.715873015873016,0.9706349206349206,0.5111111111111111,2.422222222222222,34.53492063492064,0.0,0.0,0.0,1.0,3.0,2.0,0.0,10.0,11.0,False,False,False,31947.67,8813.85,3848.16,1362.45,722.67,23.86,6.58,2.8,0.51,0.57,123.42,1.04803157059485,1.0765155285719072,1.0517006085408727,2003.0,2021.0,21
Kevin Garnett,garneke01,historical,1462.0,26071.0,14662.0,5445.0,1859.0,2037.0,3179.0,50418.0,0.497,0.275,0.789,22.7,0.546,,191.4,0.182,5.6,96.9,3.5,2.1,17.832421340629274,10.028727770177838,3.7243502051983586,1.2715458276333789,1.393296853625171,2.1744186046511627,34.48563611491108,1.0,1.0,0.0,4.0,4.0,1.0,1.0,15.0,30.0,False,False,False,28085.48,15934.64,5880.42,2019.27,2173.56,17.54,9.94,3.59,0.53,0.58,206.36,1.0575994866293157,1.1077233739448673,1.0722306629965337,1995.0,2015.0,23
Allen Iverson,iversal01,historical,914.0,24368.0,3394.0,5624.0,1983.0,164.0,3262.0,37584.0,0.425,0.313,0.78,20.9,0.518,,99.0,0.126,3.2,49.6,3.5,-0.2,26.660831509846826,3.713347921225383,6.153172866520788,2.1695842450765865,0.17943107221006566,3.5689277899343543,41.12035010940919,1.0,0.0,0.0,3.0,3.0,5.0,0.0,11.0,22.0,False,False,False,29288.83,4086.5,6912.16,2358.03,195.74,26.3,3.6,6.28,0.5,0.56,115.9,1.066437655120791,1.1174270724299642,1.0799186078554908,1996.0,2009.0,20
Scottie Pippen,pippesc01,historical,1178.0,18940.0,7494.0,6135.0,2307.0,947.0,3257.0,41069.0,0.473,0.326,0.704,18.6,0.536,,125.1,0.146,4.1,63.2,2.3,1.8,16.07809847198642,6.361629881154499,5.207979626485569,1.9584040747028864,0.8039049235993209,2.764855687606112,34.86332767402377,0.0,0.0,0.0,3.0,2.0,3.0,6.0,7.0,31.0,False,False,False,18479.91,7322.9,6031.05,2249.33,916.63,15.82,6.05,5.04,0.53,0.57,122.43,0.99281900257949,1.0806749939996287,1.0779898902777647,1987.0,2003.0,17
Reggie Miller,millere01,historical,1389.0,25279.0,4182.0,4141.0,1505.0,299.0,2409.0,47619.0,0.471,0.395,0.888,18.4,0.614,,174.4,0.176,3.5,66.1,3.7,-0.2,18.199424046076313,3.0107991360691146,2.9812814974802015,1.0835133189344852,0.21526277897768178,1.7343412526997841,34.2829373650108,0.0,0.0,0.0,0.0,1.0,4.0,0.0,5.0,5.5,False,False,False,25014.69,4143.89,4100.82,1485.57,293.19,18.61,2.97,2.93,0.58,0.65,173.56,0.9983295512708131,1.0849575694239133,1.0788399744074533,1987.0,2004.0,18
Gary Payton,paytoga01,historical,1335.0,21813.0,5269.0,8966.0,2445.0,285.0,3030.0,47117.0,0.466,0.317,0.729,18.9,0.528,,145.5,0.148,3.3,62.5,2.7,0.5,16.339325842696628,3.946816479400749,6.716104868913858,1.8314606741573034,0.21348314606741572,2.269662921348315,35.293632958801496,0.0,1.0,0.0,2.0,5.0,2.0,1.0,9.0,19.5,False,False,False,24131.42,5762.56,9879.21,2606.96,312.08,17.85,4.07,7.08,0.53,0.56,158.87,1.0282364843778047,1.1079038784366642,1.079953264796682,1990.0,2006.0,19
Patrick Ewing,ewingpa01,historical,1183.0,24815.0,11607.0,2215.0,1136.0,2894.0,3537.0,40594.0,0.504,0.152,0.74,21.0,0.553,,126.4,0.15,2.9,50.1,1.3,1.6,20.976331360946745,9.81149619611158,1.8723584108199494,0.9602704987320372,2.4463229078613695,2.9898562975486054,34.31445477599324,0.0,0.0,0.0,1.0,7.0,3.0,0.0,11.0,16.0,False,False,False,23780.19,11204.71,2119.0,1088.3,2764.3,20.58,9.47,1.72,0.53,0.58,120.81,0.9778513448261856,1.0629630389330145,1.0786654465656587,1985.0,2001.0,17
Clyde Drexler,drexlcl01,historical,1086.0,22195.0,6677.0,6125.0,2207.0,719.0,2977.0,37537.0,0.472,0.318,0.788,21.1,0.547,,135.6,0.173,5.4,70.2,4.1,1.3,20.437384898710867,6.148250460405157,5.639963167587477,2.032228360957643,0.6620626151012892,2.741252302025783,34.564456721915285,0.0,0.0,0.0,2.0,4.0,1.0,1.0,10.0,16.5,False,False,False,22609.1,6791.47,6167.47,2226.4,725.34,20.26,5.9,5.28,0.53,0.59,139.57,0.953258341722259,1.041738254080469,1.078627475094537,1983.0,1997.0,17
Elgin Baylor,bayloel01,historical,846.0,23149.0,11463.0,3650.0,,,,33863.0,0.431,,0.78,22.7,0.494,,104.2,0.148,3.08,3.126,2.1559999999999997,0.9239999999999999,27.3628841607565,13.549645390070921,4.314420803782506,,,,40.027186761229316,0.0,0.0,0.0,10.0,1.0,0.0,0.0,11.0,26.5,False,True,True,20592.69,10200.79,3257.79,0.0,0.0,23.35,11.25,3.53,,0.61,92.54,0.8992161816660121,0.9748811925531634,1.284053533904879,1958.0,1971.0,14
Walt Frazier,fraziwa01,historical,825.0,15581.0,4830.0,5040.0,681.0,63.0,139.0,30965.0,0.49,0.0,0.786,19.1,0.542,,113.5,0.176,2.5,15.5,1.8,0.7,18.886060606060607,5.8545454545454545,6.109090909090909,0.8254545454545454,0.07636363636363637,0.1684848484848485,37.53333333333333,0.0,0.0,0.0,4.0,2.0,1.0,2.0,7.0,20.0,False,False,False,14654.01,4540.58,4731.94,647.12,59.67,16.41,4.86,5.21,0.58,0.64,106.88,0.9345157044472656,0.9893371986443003,1.2487191452383137,1967.0,1979.0,13
Willis Reed,reedwi01,historical,650.0,12183.0,8414.0,1186.0,12.0,21.0,,23073.0,0.476,,0.747,18.6,0.523,,74.9,0.156,1.3,0.4,0.6,0.7,18.743076923076924,12.944615384615384,1.8246153846153845,0.018461538461538463,0.03230769230769231,,35.496923076923075,1.0,0.0,2.0,1.0,4.0,0.0,2.0,7.0,26.5,False,False,False,11180.95,7718.2,1091.59,11.52,20.16,16.6,11.15,1.68,,0.63,68.96,0.9248748124842076,0.9802707760963021,1.2677413443400343,1964.0,1973.0,10
Bob Pettit,pettibo01,historical,792.0,20880.0,12849.0,2369.0,,,,30690.0,0.436,,0.761,25.4,0.511,,136.0,0.213,4.159999999999999,4.08,2.9119999999999995,1.2479999999999998,26.363636363636363,16.223484848484848,2.9911616161616164,,,,38.75,2.0,0.0,0.0,11.0,0.0,0.0,0.0,11.0,37.5,False,True,True,18759.3,11570.03,2134.5,0.0,0.0,24.9,14.51,2.67,,0.64,122.66,0.9040321121649219,1.0381900301506912,1.3118993877473808,1954.0,1964.0,11
Pete Maravich,maravpe01,historical,658.0,15948.0,2747.0,3563.0,587.0,108.0,530.0,24316.0,0.441,0.667,0.82,18.4,0.5,,46.7,0.092,0.2,8.9,1.6,-1.3,24.237082066869302,4.174772036474164,5.414893617021277,0.89209726443769,0.1641337386018237,0.8054711246200608,36.954407294832826,0.0,0.0,0.0,2.0,3.0,0.0,0.0,5.0,9.5,False,False,False,15551.82,2664.84,3435.75,575.97,107.14,21.34,3.43,4.48,0.55,0.61,44.4,0.933188666870176,0.994846770565455,1.2398143553120697,1970.0,1979.0,12
Rick Barry,barryri01,historical,1020.0,25279.0,6863.0,4952.0,1104.0,269.0,1364.0,38153.0,0.456,0.297,0.893,21.0,0.525,,128.9,0.162,3.0,24.8,2.5,0.5,24.783333333333335,6.72843137254902,4.854901960784313,1.0823529411764705,0.26372549019607844,1.3372549019607842,37.404901960784315,0.0,0.0,1.0,7.0,3.0,0.0,1.0,12.0,29.0,False,False,False,23631.16,6405.0,4639.53,1041.57,252.06,24.14,6.36,4.47,0.57,0.64,120.54,0.9328426751846568,0.9910267338875165,1.251271487088592,1965.0,1979.0,14
Bob Cousy,cousybo01,historical,924.0,16960.0,4786.0,6955.0,,,,30165.0,0.375,,0.803,19.9,0.446,,91.1,0.139,1.9599999999999995,2.7329999999999997,1.3719999999999997,0.5879999999999999,18.354978354978353,5.17965367965368,7.5270562770562774,,,,32.646103896103895,1.0,0.0,0.0,10.0,2.0,0.0,6.0,13.0,51.5,False,True,True,16241.17,4632.8,6589.13,0.0,0.0,17.82,4.77,6.76,,0.59,86.87,0.9527899743974083,1.1195769411701726,1.3293847370850038,1950.0,1969.0,14
Julius Erving,ervinju01,historical,1243.0,30026.0,10525.0,5176.0,2272.0,1941.0,3940.0,45227.0,0.506,0.298,0.777,23.5,0.558,,181.1,0.192,6.2,80.1,4.6,1.6,24.156074014481096,8.467417538213999,4.164119066773934,1.827835880933226,1.5615446500402252,3.169750603378922,36.38535800482703,1.0,0.0,1.0,5.0,4.0,2.0,1.0,11.0,31.5,False,False,False,28483.07,9985.58,4909.92,2155.85,1844.27,23.32,7.91,3.92,0.59,0.64,171.9,0.9486881170632959,1.008556510454091,1.1825791438033266,1971.0,1986.0,16
John Havlicek,havlijo01,historical,1270.0,26395.0,8007.0,6114.0,476.0,117.0,204.0,46471.0,0.439,,0.815,17.5,0.492,,131.7,0.136,1.1,11.5,1.0,0.1,20.783464566929133,6.304724409448819,4.814173228346457,0.37480314960629924,0.09212598425196851,0.16062992125984252,36.59133858267717,0.0,0.0,1.0,4.0,7.0,2.0,8.0,13.0,49.5,False,False,False,24386.49,7383.37,5679.99,451.48,110.95,19.64,5.79,4.45,,0.61,122.03,0.9213127547124471,0.9811028784344483,1.2620303570949165,1962.0,1977.0,16
Elvin Hayes,hayesel01,historical,1303.0,27313.0,16279.0,2398.0,864.0,1771.0,1358.0,50000.0,0.452,0.147,0.67,17.7,0.491,,120.8,0.116,0.6,21.4,0.2,0.4,20.961627014581733,12.493476592478896,1.8403683806600153,0.6630851880276285,1.3591711435149654,1.0422102839600922,38.37298541826554,0.0,0.0,0.0,3.0,3.0,0.0,1.0,12.0,18.0,False,False,False,25675.91,15314.68,2262.14,818.32,1671.28,20.17,11.74,1.73,0.54,0.59,113.64,0.9429812369662492,1.002851182708936,1.2134745889104774,1968.0,1983.0,16
Wes Unseld,unselwe01,historical,984.0,10624.0,13769.0,3822.0,628.0,367.0,579.0,35832.0,0.509,0.5,0.633,16.0,0.537,,110.1,0.147,2.9,25.3,1.1,1.8,10.796747967479675,13.992886178861788,3.8841463414634148,0.6382113821138211,0.37296747967479676,0.5884146341463414,36.41463414634146,1.0,0.0,1.0,1.0,4.0,0.0,1.0,5.0,19.5,False,False,False,9941.24,12895.56,3580.03,590.66,344.63,10.21,12.98,3.61,0.61,0.64,103.28,0.9379758300047214,0.9945784504767944,1.2359894024222162,1968.0,1980.0,13
Dave Cowens,cowenda01,historical,766.0,13516.0,10444.0,2910.0,599.0,488.0,543.0,29565.0,0.46,0.071,0.783,17.0,0.496,,86.3,0.14,2.3,21.5,1.1,1.2,17.64490861618799,13.634464751958225,3.7989556135770237,0.7819843342036553,0.6370757180156658,0.7088772845953003,38.59660574412533,1.0,0.0,0.0,3.0,4.0,0.0,2.0,8.0,25.0,False,False,False,12724.47,9843.25,2739.73,563.95,459.73,16.53,12.45,3.54,0.56,0.6,81.39,0.941619846002215,1.0002843480628234,1.2311593935574876,1970.0,1982.0,11
Moses Malone,malonmo01,historical,1455.0,29580.0,17834.0,1936.0,1199.0,1889.0,4264.0,49444.0,0.495,0.096,0.76,22.0,0.569,,179.1,0.174,1.6,45.1,3.1,-1.5,20.329896907216494,12.25704467353952,1.3305841924398625,0.8240549828178694,1.2982817869415808,2.9305841924398623,33.98213058419244,3.0,0.0,1.0,4.0,4.0,0.0,1.0,12.0,39.0,False,False,False,28879.3,17782.88,1903.2,1192.1,1948.81,17.17,10.38,1.12,0.54,0.62,177.03,0.9404865198591688,1.0181820162024675,1.1398970756150333,1974.0,1994.0,23
Bernard King,kingbe01,historical,874.0,19655.0,5060.0,2863.0,866.0,230.0,2791.0,29417.0,0.518,0.172,0.73,19.2,0.561,,75.4,0.123,1.7,27.0,2.5,-0.8,22.488558352402745,5.7894736842105265,3.2757437070938216,0.9908466819221968,0.2631578947368421,3.1933638443935926,33.6578947368421,0.0,0.0,0.0,2.0,1.0,1.0,0.0,4.0,7.5,False,False,False,18458.32,4744.34,2680.37,813.86,215.93,20.74,5.17,2.93,0.58,0.62,71.07,0.937988810580389,1.014615236987675,1.123802265497941,1977.0,1992.0,14
Alex English,englial01,historical,1193.0,25613.0,6538.0,4351.0,1067.0,833.0,2821.0,38063.0,0.507,0.217,0.832,19.9,0.55,,100.7,0.127,2.0,38.2,3.3,-1.3,21.46940486169321,5.480301760268231,3.647108130762783,0.8943839061190276,0.6982397317686505,2.364626990779547,31.905280804694048,0.0,0.0,0.0,0.0,4.0,2.0,0.0,8.0,9.0,False,False,False,25368.9,6700.68,4308.37,1073.16,844.94,20.13,5.39,3.3,0.57,0.61,99.9,0.9347243864439173,1.0090101291523514,1.1445223621956644,1976.0,1990.0,17
David Thompson,thompda01,historical,592.0,13422.0,2446.0,1939.0,595.0,509.0,1379.0,19406.0,0.505,0.255,0.781,19.9,0.568,,63.3,0.156,2.3,21.2,3.3,-0.9,22.6722972972973,4.131756756756757,3.2753378378378377,1.0050675675675675,0.8597972972972973,2.329391891891892,32.7804054054054,0.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,8.0,False,False,False,12627.9,2304.35,1824.13,559.49,478.06,20.8,3.7,2.82,0.58,0.65,59.26,0.9429131481614513,1.0124996024472932,1.1798602015576938,1975.0,1983.0,9
Adrian Dantley,dantlad01,historical,955.0,23177.0,5455.0,2830.0,944.0,150.0,2503.0,34151.0,0.54,0.171,0.818,21.5,0.617,,134.2,0.189,3.1,43.8,4.1,-1.0,24.26910994764398,5.712041884816754,2.9633507853403143,0.9884816753926702,0.15706806282722513,2.6209424083769632,35.76020942408377,0.0,0.0,0.0,2.0,2.0,2.0,0.0,6.0,10.0,False,False,False,24708.82,5991.61,3061.83,1035.99,174.41,21.98,5.27,2.68,0.58,0.67,144.75,0.9351925504119779,1.0090730802924772,1.1387833009924087,1976.0,1990.0,19
Dominique Wilkins,wilkido01,historical,1074.0,26668.0,7169.0,2677.0,1378.0,642.0,2669.0,38113.0,0.461,0.319,0.811,21.6,0.536,,117.5,0.148,3.3,50.6,4.3,-1.1,24.83054003724395,6.6750465549348235,2.492551210428305,1.2830540037243947,0.5977653631284916,2.485102420856611,35.48696461824954,0.0,0.0,0.0,1.0,5.0,3.0,0.0,9.0,13.0,False,False,False,26986.91,7234.22,2684.72,1386.42,635.38,23.82,6.17,2.29,0.51,0.57,118.69,0.9509578907449113,1.0367021592330163,1.0818581273107857,1982.0,1998.0,17
James Worthy,worthja01,historical,926.0,16320.0,4708.0,2791.0,1041.0,624.0,1859.0,30001.0,0.521,0.241,0.769,17.7,0.559,,81.2,0.13,1.9,29.2,2.0,-0.1,17.624190064794817,5.084233261339093,3.014038876889849,1.1241900647948164,0.673866090712743,2.0075593952483803,32.398488120950326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,15324.41,4431.77,2616.3,978.81,589.35,17.2,4.8,2.87,0.57,0.6,76.32,0.9406685199190967,1.0224045372787753,1.087717755124219,1982.0,1993.0,12
Dennis Rodman,rodmade01,historical,911.0,6683.0,11954.0,1600.0,611.0,531.0,1484.0,28839.0,0.521,0.231,0.584,14.6,0.546,,89.8,0.15,0.9,21.0,0.4,0.5,7.33589462129528,13.1218441273326,1.756311745334797,0.6706915477497256,0.5828759604829857,1.628979143798024,31.65642151481888,0.0,2.0,0.0,0.0,4.0,0.0,5.0,2.0,24.0,False,False,False,6298.18,11423.09,1539.72,578.3,499.65,6.62,12.95,1.7,0.54,0.56,85.21,0.9660952203415686,1.0578564221148403,1.0755264945344076,1986.0,1999.0,14
Pau Gasol,gasolpa01,historical,1226.0,20894.0,11305.0,3925.0,606.0,1941.0,2638.0,41001.0,0.507,0.368,0.753,21.4,0.565,,144.1,0.169,3.6,57.5,2.8,0.8,17.042414355628058,9.221044045676999,3.201468189233279,0.49429037520391517,1.5831973898858076,2.1517128874388254,33.44290375203915,0.0,0.0,0.0,0.0,3.0,3.0,2.0,6.0,13.5,False,False,False,23709.35,12735.77,4448.9,682.43,2185.9,16.76,9.03,3.18,0.53,0.58,163.33,1.0570589125573404,1.0935774806161118,1.0620974650595507,2001.0,2018.0,22
Tony Parker,parketo01,historical,1254.0,19473.0,3396.0,7036.0,1053.0,98.0,2865.0,38279.0,0.491,0.324,0.751,18.2,0.546,,111.3,0.14,1.1,30.1,1.5,-0.4,15.528708133971293,2.708133971291866,5.610845295055821,0.8397129186602871,0.07814992025518341,2.284688995215311,30.525518341307816,0.0,0.0,1.0,0.0,2.0,4.0,4.0,6.0,22.0,False,False,False,20762.65,3622.25,7492.67,1123.55,104.03,16.59,2.83,5.94,0.54,0.57,118.8,1.0606472591268838,1.098565649629274,1.0654732995773661,2001.0,2018.0,18
Manu Ginobili,ginobma01,historical,1057.0,14043.0,3697.0,4001.0,1392.0,319.0,2116.0,26859.0,0.447,0.369,0.827,20.2,0.582,,106.4,0.19,5.0,47.6,3.0,2.0,13.285714285714286,3.4976348155156103,3.7852412488174076,1.316934720908231,0.30179754020813626,2.0018921475875118,25.410596026490065,0.0,0.0,0.0,0.0,2.0,1.0,4.0,2.0,15.5,False,False,False,14977.6,3943.94,4261.69,1484.71,339.93,14.22,3.71,4.02,0.55,0.62,113.89,1.0626745074265538,1.0996686473815978,1.0669523869576658,2002.0,2017.0,16
Draymond Green,greendr01,active,935.0,8128.0,6386.0,5234.0,1227.0,921.0,2168.0,26746.0,0.448,0.321,0.71,14.2,0.541,,66.0,0.118,2.1,27.8,-0.7,2.8,8.693048128342246,6.829946524064171,5.597860962566845,1.3122994652406417,0.9850267379679144,2.318716577540107,28.605347593582888,0.0,1.0,0.0,0.0,1.0,3.0,4.0,4.0,18.5,False,False,False,8244.56,6477.71,5268.92,1245.35,935.55,8.72,6.89,5.78,0.51,0.54,67.06,1.0129400428533695,1.0176017918319873,1.0109768852239447,2012.0,2025.0,14
Klay Thompson,thompkl01,active,923.0,17224.0,3173.0,2067.0,756.0,459.0,1480.0,29085.0,0.448,0.409,0.858,15.6,0.571,,57.7,0.095,0.4,17.5,1.6,-1.2,18.66088840736728,3.4377031419284942,2.23943661971831,0.819068255687974,0.49729144095341277,1.6034669555796317,31.511375947995667,0.0,0.0,0.0,0.0,2.0,2.0,4.0,5.0,17.5,False,False,False,17641.32,3248.03,2119.79,777.98,471.03,19.01,3.5,2.3,0.55,0.58,59.4,1.0218922155765229,1.0292751761651304,1.0180373760780108,2011.0,2025.0,13
Russell Westbrook,westbru01,active,1298.0,27148.0,9009.0,10323.0,2033.0,416.0,5030.0,42938.0,0.438,0.308,0.771,21.3,0.526,,112.9,0.126,3.5,59.1,3.1,0.4,20.915254237288135,6.940677966101695,7.953004622496148,1.566255778120185,0.3204930662557781,3.8751926040061635,33.080123266563945,1.0,0.0,0.0,2.0,5.0,5.0,0.0,9.0,21.0,False,False,False,29056.49,9620.76,11129.76,2168.21,458.8,21.04,6.92,8.03,0.48,0.53,118.55,1.022624425598172,1.0307898906586073,1.0186385594735987,2008.0,2025.0,20
James Harden,hardeja01,active,1207.0,29047.0,6745.0,8768.0,1778.0,677.0,4461.0,41971.0,0.439,0.363,0.862,23.6,0.608,,180.9,0.207,6.2,87.2,5.5,0.8,24.065451532725767,5.588235294117647,7.264291632145816,1.4730737365368682,0.5608947804473903,3.695940347970174,34.77299088649544,1.0,0.0,0.0,6.0,4.0,3.0,0.0,10.0,27.5,False,False,False,33483.33,7979.36,10472.87,2017.45,778.22,24.04,5.89,8.03,0.53,0.61,205.79,1.0129206795841654,1.0163756143096854,1.0088024283461967,2009.0,2025.0,23
Damian Lillard,lillada01,active,900.0,22598.0,3845.0,6069.0,874.0,267.0,2541.0,32614.0,0.439,0.371,0.899,22.2,0.59,,118.4,0.174,4.6,54.5,5.5,-0.9,25.108888888888888,4.272222222222222,6.743333333333333,0.9711111111111111,0.2966666666666667,2.8233333333333333,36.23777777777778,0.0,0.0,0.0,2.0,3.0,2.0,0.0,7.0,11.5,False,False,False,22945.59,3908.74,6169.53,889.74,271.77,25.71,4.35,6.91,0.53,0.6,120.11,1.0151738923036289,1.0218977461294547,1.0137623106150029,2012.0,2024.0,13
